,electricity
700,0.9393535613045784
701,0.9496455790814321
702,0.9497548901668735
703,0.9388983296085022
704,0.9304241858841493
705,0.927251240866082
706,0.9237152804258463
707,0.9118909095480485
708,0.885320613015294
709,0.867504051644919
710,0.8688140891195755
711,0.8796861721351802
712,0.888739290646074
713,0.9035927781449465
714,0.9171373980452184
715,0.9272131724628083
716,0.9357277936125781
717,0.945148072825281
718,0.9457956553536709
719,0.934384413162715
720,0.924031999116058
721,0.9164536332598973
722,0.8896079486098277
723,0.8619026471605497
724,0.8212034585779956
725,0.7752045621178775
726,0.7365506901704039
727,0.6976508173051577
728,0.6614170722597408
729,0.6427110043446077
730,0.6417645397479891
731,0.6431838510569219
732,0.7010312406777908
733,0.6615326018470037
734,0.6114563256474075
735,0.5788152992508705
736,0.5564065413121859
737,0.5425626543877482
738,0.5109561189599685
739,0.48279464469153954
740,0.4887128341401029
741,0.4912859320010914
742,0.45093911344408316
743,0.3967619079473373
744,0.3601493550908232
745,0.34284605678796065
746,0.3291422706437134
747,0.3214864058355828
748,0.32997070361195474
749,0.36467044266299065
750,0.4312645227028978
751,0.4834379015412086
752,0.5176301965715104
753,0.540779009179958
754,0.5663856994153423
755,0.5854307384579707
756,0.5860533416274334
757,0.5706645241786237
758,0.5655035236324296
759,0.560707472922881
760,0.5670155693200918
761,0.5840600884092788
762,0.5891623583661793
763,0.6077890007520618
764,0.6402243539223593
765,0.6691179091500968
766,0.6870583600886473
767,0.6986342720024459
768,0.7095551866106304
769,0.7225605941567725
770,0.711905404811792
771,0.6862787854154921
772,0.6846050223376298
773,0.7305326352777448
774,0.7843557212198194
775,0.8150057367668163
776,0.831348886074806
777,0.8344868911063835
778,0.8332965729207058
779,0.8277858249115105
780,0.8199444283931171
781,0.8163693824082212
782,0.8255601523540175
783,0.8404166020943198
784,0.8427150457275545
785,0.8396207470633362
786,0.8394757288437573
787,0.8425721234102728
788,0.8484218475726709
789,0.8621611908711446
790,0.8873708870475028
791,0.9081925881909437
792,0.9223564516933126
793,0.9297994672774125
794,0.9306800023844547
795,0.9319467325880132
796,0.927933510157035
797,0.9215474190707349
798,0.9389635494869247
799,0.9640133728288149
800,0.978580609047136
801,0.9832234997270596
802,0.9813592339207668
803,0.9773812414118509
804,0.9775608508937405
805,0.9771589292866661
806,0.9762515159265973
807,0.9763794407630102
808,0.9756068281909683
809,0.9746433517338404
810,0.9744818407047084
811,0.97792299681597
812,0.9814280412346045
813,0.9831018188964766
814,0.9824167537103339
815,0.9757746758619751
816,0.9531380973082931
817,0.8894454974079777
818,0.7485440111353986
819,0.5615918381598829
820,0.40681137933068034
821,0.3166922071196704
822,0.28394395149886203
823,0.3009916571238668
824,0.33543335806597996
825,0.3595397326230555
826,0.3592959737868353
827,0.3286692213557161
828,0.2707024945112717
829,0.21607242487700037
830,0.1697853972321211
831,0.1170653292936784
832,0.07557842567971276
833,0.04568124074598888
834,0.029164568649961312
835,0.02163073077635505
836,0.022347474347975738
837,0.03247392170291067
838,0.046747729764401245
839,0.05231090728348611
840,0.04272312800241945
841,0.026493046420119806
842,0.013964850004226096
843,0.008654806440380513
844,0.009848663284528063
845,0.018073382500725044
846,0.03427901467296295
847,0.06024471465286779
848,0.09240954743724322
849,0.11831978231287497
850,0.13908264712352125
851,0.15314642807511938
852,0.166959586973817
853,0.18674706783000905
854,0.2101434730017751
855,0.22617505195033033
856,0.22627525370604873
857,0.22367726780509714
858,0.22828396458662087
859,0.23405737607530505
860,0.23702211425799205
861,0.23324275558713162
862,0.22089638563566638
863,0.20325553446715525
864,0.18170856276508365
865,0.15641348060261143
866,0.12937535648213314
867,0.11145025094312293
868,0.10527903905573076
869,0.11239736997485802
870,0.118459652862104
871,0.13249112678492758
872,0.15453015093561248
873,0.17824391529157532
874,0.1986367815107876
875,0.2185268348894184
876,0.23273433123742024
877,0.22567437777006719
878,0.21091618420633207
879,0.20487102846870583
880,0.21149668229994784
881,0.2317191318874412
882,0.2638641356379234
883,0.28909282396215014
884,0.29893772086036496
885,0.2928108334677332
886,0.27905641419951605
887,0.268522985764201
888,0.2737671071895513
889,0.29541398134770136
890,0.3451288505070613
891,0.4197015947848178
892,0.5000324783375147
893,0.5677711293574954
894,0.6303287047906859
895,0.6596820083869375
896,0.6367789340922925
897,0.5785651072043856
898,0.5094148876826681
899,0.46479460492140134
900,0.443387914064692
901,0.4717339532172711
902,0.5332501712234055
903,0.615963047299067
904,0.6784304407448516
905,0.6908310461744164
906,0.6237142516453227
907,0.48652564536766824
908,0.31250552965183626
909,0.17237718677995462
910,0.10573627218038663
911,0.11321296883656085
912,0.1809948936978569
913,0.24581682931255402
914,0.28282990606767844
915,0.2990516770372888
916,0.28372099072115275
917,0.24801347843195148
918,0.23324275558713162
919,0.25924271179279706
920,0.3180925426387774
921,0.40316189628223614
922,0.5047892112555841
923,0.6096241203977478
924,0.6807949036383018
925,0.7318654336794049
926,0.7595293091340591
927,0.7646715531286169
928,0.7894096468122136
929,0.847795599673887
930,0.8874808600096468
931,0.8874258844312026
932,0.8565192505243101
933,0.8142002418181784
934,0.7662759078734848
935,0.7051477554610339
936,0.6164491581743502
937,0.49192918324736445
938,0.35321901439407494
939,0.22888831121275263
940,0.130779523148835
941,0.08470817612232089
942,0.0687756189069283
943,0.07424995560183315
944,0.0937426506393959
945,0.13256583814083553
946,0.1774495648228732
947,0.23080733616767746
948,0.27872452383240137
949,0.30419805760571755
950,0.30903328396558544
951,0.30293675609732196
952,0.29700320588792917
953,0.2963216761948507
954,0.2987098621074138
955,0.31343403132978737
956,0.3409277211717167
957,0.36381377999421255
958,0.38043855357437073
959,0.39413362820072356
960,0.39388353603727133
961,0.37240734315144425
962,0.33412414997397966
963,0.2870733253115784
964,0.2438374762711476
965,0.19976271927644174
966,0.168669049935535
967,0.14530747019257317
968,0.11609509392898393
969,0.0920479653025563
970,0.0677213028090149
971,0.040831200135096994
972,0.02300292454036977
973,0.013964850004226096
974,0.0096756847853542
975,0.008470405625387343
976,0.01107182501072957
977,0.02197486391996815
978,0.04995627139658068
979,0.10102593536220265
980,0.16205704412625732
981,0.21607242487700037
982,0.25604090502368265
983,0.29507389455491956
984,0.35443175875227534
985,0.4511953383860139
986,0.5776891268531794
987,0.7014659763096209
988,0.7978257570216255
989,0.8610597794969214
990,0.9025719805512926
991,0.9280466773277084
992,0.9437711933384312
993,0.9534440500335216
994,0.959974349814709
995,0.9650420036403038
996,0.9701627379083629
997,0.9738744324152302
998,0.9748450688262802
999,0.9744188032625687
1000,0.9738879051230236
1001,0.9727076262637118
1002,0.9691342186320684
1003,0.9636767564446069
1004,0.9572521591653582
1005,0.9511559855303179
1006,0.9439525514207122
1007,0.9354884854905121
1008,0.923078414172298
1009,0.9062713155035659
1010,0.8966162776350056
1011,0.8973831889773173
1012,0.8974341489556881
1013,0.8855994302467244
1014,0.8580452935846803
1015,0.8169287992649541
1016,0.7854263547968584
1017,0.77639642782469
1018,0.7901125596940417
1019,0.8170086167237877
1020,0.8406331411293512
1021,0.8601476212499205
1022,0.8766389463383899
1023,0.8770527011574726
1024,0.8691244975934352
1025,0.8573170145867842
1026,0.8247878611044777
1027,0.7807613878413221
1028,0.7205731893474728
1029,0.6480155361051411
1030,0.5915206664601166
1031,0.5624758102157431
1032,0.5445996657252287
1033,0.5277519510867534
1034,0.5069739057823929
1035,0.4811222369128429
1036,0.43712881455515995
1037,0.3845338639889436
1038,0.3416466636512154
1039,0.3009916571238668
1040,0.23856279027820101
1041,0.174990710699152
1042,0.14178671491687161
1043,0.10897000083487939
1044,0.06662743146294463
1045,0.039456074378216945
1046,0.027564944747369067
1047,0.038744095013789295
1048,0.10013720511641636
1049,0.19057494473919875
1050,0.24864281002954614
1051,0.2922462099537161
1052,0.3674894576633689
1053,0.45580991560748185
1054,0.6109680248361903
1055,0.7521742182431089
1056,0.829384560236608
1057,0.8630631328600956
1058,0.913139673090983
1059,0.9498639808265561
1060,0.974997456025947
1061,0.9777237155999625
1062,0.9575323314600893
1063,0.9617139544254784
1064,0.9772473337045224
1065,0.968748449686584
1066,0.962400630206227
1067,0.9429484743747635
1068,0.9295408049587035
1069,0.9277445530373122
1070,0.9074467981551555
1071,0.8835796607655696
1072,0.8784628902773086
1073,0.8504264736538688
1074,0.8574496425942216
1075,0.8569850288576812
1076,0.8718312234438772
1077,0.9337209843181193
1078,0.9584305924852979
1079,0.9493438345443116
1080,0.9246620214750517
1081,0.9113961800252186
1082,0.8873708870475028
1083,0.8834666128408416
1084,0.8858776985917305
1085,0.8808995703233082
1086,0.8701139231149351
1087,0.8561190842275336
1088,0.8378009949973633
1089,0.8062580875865997
1090,0.7693703323976696
1091,0.7406858890240196
1092,0.7311482476297657
1093,0.7503140802236318
1094,0.7541230540343298
1095,0.7326837165042619
1096,0.7287839925262204
1097,0.7172080487701666
1098,0.6907204137704303
1099,0.6405800201099343
1100,0.5662596997892486
1101,0.5510817558329482
1102,0.5285196574422375
1103,0.4572208236124902
1104,0.4333029189090895
1105,0.45363022804366016
1106,0.4650515059624177
1107,0.49398749286611093
1108,0.5468894001029174
1109,0.6141382035886508
1110,0.7023344494929861
1111,0.762299577609003
1112,0.7813932310471103
1113,0.7486425478224012
1114,0.6932598768888103
1115,0.6115783680477233
1116,0.4528611710105285
1117,0.3777149528942416
1118,0.33293554549679677
1119,0.2818288900742361
1120,0.20051521563896132
1121,0.2038249421061529
1122,0.3945088387955617
1123,0.5313331790014866
1124,0.6153551034090018
1125,0.749626624254183
1126,0.8421427725520819
1127,0.8973322080914357
1128,0.9235962166350923
1129,0.9321976210612185
1130,0.946116819512404
1131,0.9415843762919756
1132,0.9300572973235551
1133,0.9189931231038224
1134,0.9004536748223286
1135,0.8850412463338354
1136,0.8806692070257245
1137,0.877170713348466
1138,0.8681915364120061
1139,0.8428578707568875
1140,0.8143615393809691
1141,0.7927344050048953
1142,0.7747450548553626
1143,0.764860662038301
1144,0.7093410175972437
1145,0.6865016196344547
1146,0.7242280063822516
1147,0.7399826172192955
1148,0.7541230540343298
1149,0.77639642782469
1150,0.7751127094153268
1151,0.772993374042717
1152,0.7710470920500141
1153,0.7639141550869682
1154,0.7730857868041308
1155,0.7986801528640014
1156,0.833743679067608
1157,0.8654247238927697
1158,0.895482930213904
1159,0.9126063387178085
1160,0.9080066161279231
1161,0.9171373980452184
1162,0.9402229304135624
1163,0.9539246115487331
1164,0.9582020542119043
1165,0.9645994708755361
1166,0.9755809095147601
1167,0.9830158368623246
1168,0.9825636024375541
1169,0.9816707309298782
1170,0.9810701721117159
1171,0.9798129938728711
1172,0.9759916608654794
1173,0.9699549001924245
1174,0.9666493508237187
1175,0.9750553029412561
1176,0.9821505435220528
1177,0.9493988216331802
1178,0.8774064666502753
1179,0.7985948248248809
1180,0.7368545741212753
1181,0.6960080354326739
1182,0.6791068643637356
1183,0.6929292467204455
1184,0.7245400137551321
1185,0.7520765283931193
1186,0.7826533112104785
1187,0.8089040063159829
1188,0.8343384451229544
1189,0.8587707027929773
1190,0.8790466406000175
1191,0.8898242475539245
1192,0.8934486958631954
1193,0.8976377798929971
1194,0.9114863053038046
1195,0.927857979111437
1196,0.9423630040752868
1197,0.9533931894198364
1198,0.9617978617187758
1199,0.9676281399805912
1200,0.9717866128329197
1201,0.9772365286126666
1202,0.980736120041594
1203,0.9811566830030334
1204,0.9801622249668651
1205,0.9778782313094501
1206,0.9729210917983573
1207,0.9631151886609095
1208,0.9528302461175657
1209,0.9562573859486352
1210,0.9641706531225773
1211,0.9615666674733907
1212,0.9496455790814321
1213,0.9412702770247756
1214,0.9526756061552981
1215,0.9720390472168882
1216,0.981315713960112
1217,0.983228839930275
1218,0.9824586476215084
1219,0.9831515369136394
1220,0.9815340050495749
1221,0.9778474991990339
1222,0.9800914347719623
1223,0.9830333269905237
1224,0.9832009060312915
1225,0.9798580656676288
1226,0.9600620828982721
1227,0.9145921143275468
1228,0.8625483011657074
1229,0.8327738309819716
1230,0.8358184883111327
1231,0.8551820287299233
1232,0.8733493201824971
1233,0.869681776694505
1234,0.8358184883111327
1235,0.7792219120206558
1236,0.6904990889007323
1237,0.5655035236324296
1238,0.4451783559993833
1239,0.3952595192407068
1240,0.33115549089755275
1241,0.24134829073210173
1242,0.18340966363274974
1243,0.1801049631744541
1244,0.251484201650371
1245,0.35443175875227534
1246,0.4252857106641528
1247,0.47186251214739144
1248,0.5709159015229659
1249,0.719313891020094
1250,0.8279385541464828
1251,0.8906859901229155
1252,0.9371471468505508
1253,0.9620484662493825
1254,0.9735069642778653
1255,0.9801778508577244
